CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Cluster_numeric
12478.0,3,1,680.99,1,3,2,132,0,0
12479.0,3,3,477.3,1,3,2,132,0,0
12480.0,27,4,3281.63,2,2,1,221,0,0
12481.0,22,11,5574.36,1,1,1,111,0,0
12483.0,16,13,2327.13,1,1,1,111,0,0
12484.0,32,8,4480.87,2,1,1,211,0,0
12488.0,9,3,1298.66,1,3,1,131,0,0
12489.0,335,1,334.93,3,3,3,333,1,1
12490.0,4,10,5417.93,1,1,1,111,0,0
12491.0,38,1,460.40000000000003,2,3,2,232,0,0
12492.0,62,2,263.21000000000004,2,3,3,233,0,0
12493.0,165,3,416.79,3,3,2,332,1,1
12494.0,9,13,1139.3500000000001,1,1,2,112,0,0
12497.0,81,1,1043.1,2,3,2,232,0,0
12498.0,20,3,403.70000000000005,1,3,2,132,0,0
12500.0,22,13,4206.27,1,1,1,111,0,0
12501.0,314,2,2089.68,3,3,1,331,1,1
12502.0,95,5,3723.87,3,2,1,321,0,0
12503.0,337,1,-1126.0,3,3,3,333,1,1
12504.0,17,4,114.0,1,2,3,123,0,0
12505.0,300,1,-4.5,3,3,3,333,1,1
12506.0,232,1,73.5,3,3,3,333,1,1
12507.0,133,4,1258.06,3,2,1,321,0,0
12508.0,25,2,397.88,2,3,2,232,0,0
12509.0,283,1,176.5,3,3,3,333,1,1
12510.0,142,2,982.5699999999999,3,3,2,332,1,1
12512.0,65,2,132.18,2,3,3,233,0,0
12513.0,84,2,586.79,2,3,2,232,0,0
12514.0,266,1,1017.68,3,3,2,332,1,1
12515.0,352,1,383.7,3,3,2,332,1,1
12516.0,77,2,1312.06,2,3,1,231,0,0
12517.0,27,6,2443.65,2,1,1,211,0,0
12518.0,0,5,2056.89,1,2,1,121,0,0
12519.0,63,1,330.84,2,3,3,233,0,0
12520.0,78,6,2582.51,2,1,1,211,0,0
12521.0,142,1,599.68,3,3,2,332,1,1
12522.0,38,2,192.72,2,3,3,233,0,0
12523.0,1,13,1745.57,1,1,1,111,0,0
12524.0,8,8,4485.72,1,1,1,111,0,0
12526.0,0,3,1316.66,1,3,1,131,0,0
12527.0,81,3,348.71000000000004,2,3,3,233,0,0
12528.0,8,8,1922.28,1,1,1,111,0,0
12530.0,59,5,1623.63,2,2,1,221,0,0
12531.0,14,1,125.22,1,3,3,133,0,0
12532.0,29,1,349.83000000000004,2,3,3,233,0,0
12534.0,130,1,1089.18,3,3,2,332,0,0
12535.0,91,2,716.35,3,3,2,332,0,0
12536.0,7,5,4106.82,1,2,1,121,0,0
12538.0,28,1,363.95,2,3,3,233,0,0
12539.0,21,5,3852.5,1,2,1,121,0,0
12540.0,19,19,13309.039999999999,1,1,1,111,0,0
12541.0,29,3,981.18,2,3,2,232,0,0
12544.0,29,2,355.7,2,3,3,233,0,0
12545.0,74,2,1000.39,2,3,2,232,0,0
12546.0,46,3,1141.5,2,3,1,231,0,0
12547.0,197,2,207.79999999999998,3,3,3,333,1,1
12548.0,165,1,95.19999999999999,3,3,3,333,1,1
12550.0,78,1,964.83,2,3,2,232,0,0
12551.0,357,1,168.0,3,3,3,333,1,1
12552.0,38,2,437.82,2,3,2,232,0,0
12553.0,7,14,3652.25,1,1,1,111,0,0
12556.0,49,2,599.56,2,3,2,232,0,0
12557.0,15,5,11990.960000000001,1,2,1,121,0,0
12558.0,1,2,1.0658141036401503e-14,1,3,3,133,0,0
12559.0,310,3,536.21,3,3,2,332,1,1
12560.0,4,4,2101.39,1,2,1,121,0,0
12561.0,302,1,238.85,3,3,3,333,1,1
12562.0,7,7,3781.7400000000002,1,1,1,111,0,0
12564.0,260,1,456.9,3,3,2,332,1,1
12565.0,281,2,131.17,3,3,3,333,1,1
12566.0,72,2,346.7,2,3,3,233,0,0
12567.0,22,11,9114.94,1,1,1,111,0,0
12569.0,1,35,4064.9900000000002,1,1,1,111,3,3
12571.0,39,2,519.61,2,3,2,232,0,0
12572.0,8,3,1004.72,1,3,2,132,0,0
12573.0,226,1,160.54000000000002,3,3,3,333,1,1
12574.0,315,1,218.45,3,3,3,333,1,1
12576.0,35,6,1306.98,2,1,1,211,0,0
12577.0,34,4,564.2,2,2,2,222,0,0
12578.0,20,4,2753.36,1,2,1,121,0,0
12579.0,72,3,410.72,2,3,2,232,0,0
12580.0,246,1,415.7,3,3,2,332,1,1
12581.0,39,1,197.71,2,3,3,233,0,0
12582.0,238,2,511.36,3,3,2,332,1,1
12583.0,2,18,7187.34,1,1,1,111,0,0
12584.0,3,18,1893.95,1,1,1,111,0,0
12585.0,233,4,1982.81,3,2,1,321,1,1
12586.0,16,2,179.94000000000003,1,3,3,133,0,0
12587.0,7,1,144.0,1,3,3,133,0,0
12588.0,38,1,214.89999999999998,2,3,3,233,0,0
12589.0,28,2,646.68,2,3,2,232,0,0
12590.0,189,3,9861.38,3,3,1,331,1,1
12591.0,316,1,452.84999999999997,3,3,2,332,1,1
12592.0,91,2,437.6,3,3,2,332,0,0
12593.0,108,3,418.09999999999997,3,3,2,332,0,0
12594.0,37,11,3320.2200000000003,2,1,1,211,0,0
12596.0,50,2,618.27,2,3,2,232,0,0
12597.0,18,5,3683.13,1,2,1,121,0,0
12598.0,9,9,3002.68,1,1,1,111,0,0
12599.0,28,7,1032.58,2,1,2,212,0,0
12600.0,28,11,2581.04,2,1,1,211,0,0
12601.0,189,6,569.5600000000001,3,1,2,312,1,1
12602.0,58,1,153.12,2,3,3,233,0,0
12603.0,21,1,739.1999999999999,1,3,2,132,0,0
12604.0,78,2,254.18,2,3,3,233,0,0
12605.0,364,1,-7.5,3,3,3,333,1,1
12607.0,57,2,3.552713678800501e-15,2,3,3,233,0,0
12609.0,77,3,1126.85,2,3,2,232,0,0
12610.0,22,7,2057.99,1,1,1,111,0,0
12611.0,51,1,1193.32,2,3,1,231,0,0
12612.0,57,2,643.59,2,3,2,232,0,0
12613.0,30,6,3218.98,2,1,1,211,0,0
12614.0,277,1,315.6,3,3,3,333,1,1
12615.0,1,4,2291.19,1,2,1,121,0,0
12616.0,84,5,657.25,2,2,2,222,0,0
12617.0,28,1,352.98,2,3,3,233,0,0
12618.0,21,1,177.31,1,3,3,133,0,0
12619.0,15,13,3214.81,1,1,1,111,0,0
12620.0,14,3,1339.41,1,3,1,131,0,0
12621.0,1,23,13612.07,1,1,1,111,3,3
12622.0,231,1,180.1,3,3,3,333,1,1
12623.0,275,1,305.1,3,3,3,333,1,1
12624.0,105,2,641.13,3,3,2,332,0,0
12625.0,211,3,2614.32,3,3,1,331,1,1
12626.0,22,13,6388.35,1,1,1,111,0,0
12627.0,10,7,4478.53,1,1,1,111,0,0
12628.0,3,4,769.61,1,2,2,122,0,0
12630.0,9,2,1270.88,1,3,1,131,0,0
12631.0,56,1,640.5,2,3,2,232,0,0
12633.0,58,5,2140.63,2,2,1,221,0,0
12635.0,89,2,1689.18,2,3,1,231,0,0
12637.0,66,10,5934.25,2,1,1,211,0,0
12638.0,32,1,671.69,2,3,2,232,0,0
12639.0,238,1,486.1,3,3,2,332,1,1
12640.0,23,3,1174.58,1,3,1,131,0,0
12641.0,114,1,185.9,3,3,3,333,0,0
12642.0,24,3,1013.26,2,3,2,232,0,0
12643.0,127,6,3344.64,3,1,1,311,0,0
12644.0,129,1,477.91,3,3,2,332,0,0
12645.0,33,5,1755.38,2,2,1,221,0,0
12646.0,4,2,1346.97,1,3,1,131,0,0
12647.0,21,13,3669.92,1,1,1,111,0,0
12648.0,154,1,318.05,3,3,3,333,1,1
12649.0,106,4,603.71,3,2,2,322,0,0
12650.0,2,1,314.44,1,3,3,133,0,0
12651.0,334,1,114.0,3,3,3,333,1,1
12652.0,321,2,914.53,3,3,2,332,1,1
12653.0,148,2,2209.85,3,3,1,331,1,1
12654.0,10,5,601.98,1,2,2,122,0,0
12656.0,16,8,3982.72,1,1,1,111,0,0
12657.0,10,5,1152.06,1,2,1,121,0,0
12658.0,18,1,686.05,1,3,2,132,0,0
12659.0,29,1,91.68,2,3,3,233,0,0
12660.0,10,1,245.1,1,3,3,133,0,0
12662.0,0,12,3817.08,1,1,1,111,0,0
12664.0,7,10,4863.88,1,1,1,111,0,0
12665.0,324,2,61.75,3,3,3,333,1,1
12666.0,358,1,-227.44,3,3,3,333,1,1
12667.0,57,1,620.13,2,3,2,232,0,0
12668.0,6,6,3743.18,1,1,1,111,0,0
12669.0,150,4,1607.73,3,2,1,321,1,1
12670.0,9,6,2986.15,1,1,1,111,0,0
12672.0,329,1,225.89999999999998,3,3,3,333,1,1
12673.0,4,2,610.52,1,3,2,132,0,0
12674.0,11,7,1922.26,1,1,1,111,0,0
12676.0,24,6,1331.39,2,1,1,211,0,0
12678.0,41,13,17588.26,2,1,1,211,0,0
12679.0,51,9,1058.67,2,1,2,212,0,0
12680.0,0,4,862.81,1,2,2,122,0,0
12681.0,14,27,13677.59,1,1,1,111,3,3
12682.0,3,31,12279.82,1,1,1,111,3,3
12683.0,3,20,8221.09,1,1,1,111,0,0
12684.0,7,7,2283.63,1,1,1,111,0,0
12685.0,27,6,2863.08,2,1,1,211,0,0
12686.0,371,1,89.14,3,3,3,333,1,1
12688.0,113,1,4873.8099999999995,3,3,1,331,0,0
12689.0,25,2,1247.61,2,3,1,231,0,0
12690.0,205,1,389.01,3,3,2,332,1,1
12691.0,27,6,1035.8,2,1,2,212,0,0
12693.0,120,6,830.96,3,1,2,312,0,0
12694.0,69,2,869.67,2,3,2,232,0,0
12695.0,6,4,582.1,1,2,2,122,0,0
12697.0,20,5,939.02,1,2,2,122,0,0
12700.0,7,6,4867.99,1,1,1,111,0,0
12701.0,79,2,797.71,2,3,2,232,0,0
12702.0,19,1,219.0,1,3,3,133,0,0
12703.0,63,2,274.7,2,3,3,233,0,0
12704.0,6,10,2220.84,1,1,1,111,0,0
12705.0,14,14,6814.24,1,1,1,111,0,0
12707.0,291,1,603.42,3,3,2,332,1,1
12708.0,29,16,2616.32,2,1,1,211,0,0
12709.0,2,26,9264.1,1,1,1,111,3,3
12710.0,96,4,1130.57,3,2,2,322,0,0
12712.0,22,17,4241.63,1,1,1,111,0,0
12713.0,0,1,848.55,1,3,2,132,0,0
12714.0,8,5,4708.86,1,2,1,121,0,0
12715.0,105,1,343.36,3,3,3,333,0,0
12716.0,3,2,1053.49,1,3,2,132,0,0
12717.0,150,3,980.98,3,3,2,332,1,1
12718.0,70,1,238.25,2,3,3,233,0,0
12719.0,4,3,608.1,1,3,2,132,0,0
12720.0,2,29,5713.28,1,1,1,111,3,3
12721.0,31,7,2628.98,2,1,1,211,0,0
12722.0,84,6,904.33,2,1,2,212,0,0
12723.0,3,5,725.07,1,2,2,122,0,0
12724.0,4,4,1031.41,1,2,2,122,0,0
12725.0,370,1,427.8,3,3,2,332,1,1
12726.0,27,7,2609.1,2,1,1,211,0,0
12727.0,10,9,3947.7,1,1,1,111,0,0
12728.0,70,4,836.33,2,2,2,222,0,0
12729.0,113,1,453.01,3,3,2,332,0,0
12731.0,23,14,18793.41,1,1,1,111,0,0
12732.0,179,1,236.26000000000002,3,3,3,333,1,1
12733.0,233,1,383.95,3,3,2,332,1,1
12734.0,352,1,110.39999999999999,3,3,3,333,1,1
12735.0,314,2,779.5699999999999,3,3,2,332,1,1
12736.0,332,1,234.0,3,3,3,333,1,1
12738.0,371,1,155.35,3,3,3,333,1,1
12739.0,77,2,1013.04,2,3,2,232,0,0
12740.0,63,1,427.6,2,3,2,232,0,0
12743.0,133,2,540.13,3,3,2,332,0,0
12744.0,51,10,9120.39,2,1,1,211,0,0
12747.0,1,11,4196.01,1,1,1,111,0,0
12748.0,0,224,28405.56,1,1,1,111,3,3
12749.0,3,8,3868.2,1,1,1,111,0,0
12750.0,128,1,275.88,3,3,3,333,0,0
12752.0,80,1,4366.78,2,3,1,231,0,0
12753.0,3,11,21024.01,1,1,1,111,0,0
12754.0,235,5,2949.12,3,2,1,321,1,1
12755.0,249,4,2203.2,3,2,1,321,1,1
12756.0,86,1,112.07999999999998,2,3,3,233,0,0
12757.0,15,19,4205.25,1,1,1,111,0,0
12758.0,116,2,2791.59,3,3,1,331,0,0
12759.0,51,3,1531.44,2,3,1,231,0,0
12762.0,7,2,1898.52,1,3,1,131,0,0
12763.0,137,2,494.08,3,3,2,332,0,0
12764.0,316,1,1693.88,3,3,1,331,1,1
12766.0,3,7,6989.63,1,1,1,111,0,0
12769.0,238,1,1143.6,3,3,1,331,1,1
12770.0,210,1,1351.45,3,3,1,331,1,1
12772.0,59,1,892.47,2,3,2,232,0,0
12775.0,16,6,1351.24,1,1,1,111,0,0
12778.0,19,7,804.23,1,1,2,112,0,0
12779.0,20,12,3868.7,1,1,1,111,0,0
12781.0,20,5,707.72,1,2,2,122,0,0
12782.0,4,6,2273.32,1,1,1,111,0,0
12783.0,1,8,1603.87,1,1,1,111,0,0
12784.0,8,2,532.8199999999999,1,3,2,132,0,0
12785.0,2,2,305.71,1,3,3,133,0,0
12787.0,9,3,463.66,1,3,2,132,0,0
12789.0,64,1,91.85,2,3,3,233,0,0
12790.0,191,1,324.92,3,3,3,333,1,1
12791.0,373,1,192.60000000000002,3,3,3,333,1,1
12792.0,256,1,400.53999999999996,3,3,2,332,1,1
12793.0,334,2,545.48,3,3,2,332,1,1
12794.0,52,2,860.41,2,3,2,232,0,0
12795.0,18,1,430.48,1,3,2,132,0,0
12797.0,359,3,194.18,3,3,3,333,1,1
12798.0,9,3,6977.04,1,3,1,131,0,0
12802.0,183,2,412.58,3,3,2,332,1,1
12808.0,36,3,483.65000000000003,2,3,2,232,0,0
12809.0,167,2,484.36,3,3,2,332,1,1
12811.0,260,3,514.85,3,3,2,332,1,1
12812.0,44,1,229.64000000000001,2,3,3,233,0,0
12814.0,101,1,125.92,3,3,3,333,0,0
12815.0,147,2,1063.46,3,3,2,332,1,1
12816.0,95,2,572.2,3,3,2,332,0,0
12817.0,280,1,166.04,3,3,3,333,1,1
12818.0,177,2,1517.88,3,3,1,331,1,1
12820.0,2,4,942.34,1,2,2,122,0,0
12821.0,213,1,92.72,3,3,3,333,1,1
12822.0,70,3,918.98,2,3,2,232,0,0
12823.0,74,5,1759.5,2,2,1,221,0,0
12824.0,59,1,397.12,2,3,2,232,0,0
12826.0,2,8,1468.1200000000001,1,1,1,111,0,0
12827.0,5,3,430.15000000000003,1,3,2,132,0,0
12828.0,2,6,1018.71,1,1,2,112,0,0
12829.0,321,3,253.05,3,3,3,333,1,1
12830.0,37,7,6748.4,2,1,1,211,0,0
12831.0,261,1,215.05,3,3,3,333,1,1
12832.0,31,2,383.03,2,3,2,232,0,0
12833.0,144,1,417.38,3,3,2,332,1,1
12834.0,282,1,312.38,3,3,3,333,1,1
12836.0,58,4,2610.36,2,2,1,221,0,0
12837.0,172,1,134.1,3,3,3,333,1,1
12838.0,33,2,671.95,2,3,2,232,0,0
12839.0,2,16,5583.62,1,1,1,111,0,0
12840.0,143,6,2714.27,3,1,1,311,0,0
12841.0,4,26,3845.63,1,1,1,111,0,0
12842.0,69,2,1118.99,2,3,2,232,0,0
12843.0,65,9,1680.76,2,1,1,211,0,0
12844.0,28,2,325.96000000000004,2,3,3,233,0,0
12845.0,266,4,354.09,3,2,3,323,1,1
12847.0,21,1,843.64,1,3,2,132,0,0
12849.0,30,2,1010.29,2,3,2,232,0,0
12851.0,96,1,131.81,3,3,3,333,0,0
12852.0,289,2,299.75,3,3,3,333,1,1
12853.0,107,9,1881.7,3,1,1,311,0,0
12854.0,78,5,1280.9,2,2,1,221,0,0
12855.0,372,1,38.1,3,3,3,333,1,1
12856.0,7,8,2153.53,1,1,1,111,0,0
12857.0,210,2,1106.4,3,3,2,332,1,1
12863.0,51,2,504.2,2,3,2,232,0,0
12864.0,137,1,147.12,3,3,3,333,0,0
12865.0,25,3,1548.07,2,3,1,231,0,0
12866.0,282,1,559.12,3,3,2,332,1,1
12867.0,25,10,3958.74,2,1,1,211,0,0
12868.0,185,6,1607.0600000000002,3,1,1,311,1,1
12870.0,365,1,-14.899999999999999,3,3,3,333,1,1
12871.0,83,2,380.64,2,3,2,232,0,0
12872.0,326,2,599.97,3,3,2,332,1,1
12873.0,281,1,374.0,3,3,2,332,1,1
12875.0,142,2,343.2300000000001,3,3,3,333,1,1
12876.0,57,2,2218.02,2,3,1,231,0,0
12877.0,3,12,1535.77,1,1,1,111,0,0
12878.0,17,3,841.64,1,3,2,132,0,0
12879.0,44,4,552.5699999999999,2,2,2,222,0,0
12881.0,275,1,298.0,3,3,3,333,1,1
12882.0,8,2,1463.04,1,3,1,131,0,0
12883.0,24,4,703.47,2,2,2,222,0,0
12884.0,87,1,309.05,2,3,3,233,0,0
12885.0,62,4,1158.27,2,2,1,221,0,0
12886.0,67,3,1351.09,2,3,1,231,0,0
12888.0,213,4,313.77,3,2,3,323,1,1
12890.0,23,1,376.71999999999997,1,3,2,132,0,0
12891.0,185,3,331.0,3,3,3,333,1,1
12893.0,30,1,176.55,2,3,3,233,0,0
12895.0,41,3,347.3,2,3,3,233,0,0
12897.0,204,2,216.5,3,3,3,333,1,1
12901.0,8,36,16293.1,1,1,1,111,3,3
12902.0,264,1,138.68,3,3,3,333,1,1
12904.0,17,2,496.06,1,3,2,132,0,0
12906.0,11,5,2919.81,1,2,1,121,0,0
12908.0,58,4,246.0,2,2,3,223,0,0
12909.0,39,8,2128.83,2,1,1,211,0,0
12910.0,22,8,3075.04,1,1,1,111,0,0
12912.0,2,5,1662.3,1,2,1,121,0,0
12913.0,4,5,2483.63,1,2,1,121,0,0
12915.0,148,2,363.65,3,3,3,333,1,1
12916.0,138,5,2921.15,3,2,1,321,0,0
12917.0,127,1,594.0,3,3,2,332,0,0
12919.0,7,8,1301.44,1,1,1,111,0,0
12920.0,16,1,162.78,1,3,3,133,0,0
12921.0,3,50,16389.74,1,1,1,111,3,3
12922.0,160,1,405.38,3,3,2,332,1,1
12923.0,63,1,172.82,2,3,3,233,0,0
12924.0,87,5,929.95,2,2,2,222,0,0
12925.0,4,2,694.05,1,3,2,132,0,0
12928.0,34,5,2062.7000000000003,2,2,1,221,0,0
12929.0,121,2,105.1,3,3,3,333,0,0
12930.0,77,4,409.9,2,2,2,222,0,0
12931.0,21,20,33462.81,1,1,1,111,3,3
12933.0,23,4,606.28,1,2,2,122,0,0
12935.0,1,8,2156.45,1,1,1,111,0,0
12936.0,16,5,1012.9,1,2,2,122,0,0
12937.0,14,4,1504.27,1,2,1,121,0,0
12938.0,25,1,114.14,2,3,3,233,0,0
12939.0,63,8,11581.8,2,1,1,211,0,0
12940.0,45,4,862.44,2,2,2,222,0,0
12942.0,130,3,675.6,3,3,2,332,0,0
12943.0,300,1,-3.75,3,3,3,333,1,1
12944.0,35,2,604.51,2,3,2,232,0,0
12945.0,287,1,462.95,3,3,2,332,1,1
12947.0,143,11,1407.29,3,1,1,311,0,0
12948.0,15,8,2053.7,1,1,1,111,0,0
12949.0,30,10,4143.02,2,1,1,211,0,0
12950.0,1,3,1843.0,1,3,1,131,0,0
12951.0,8,8,1042.07,1,1,2,112,0,0
12952.0,5,5,1382.8400000000001,1,2,1,121,0,0
12953.0,9,1,329.85,1,3,3,133,0,0
12955.0,0,14,4734.26,1,1,1,111,0,0
12956.0,305,1,108.07,3,3,3,333,1,1
12957.0,3,12,3979.04,1,1,1,111,0,0
12962.0,6,2,266.39,1,3,3,133,0,0
12963.0,7,9,1841.03,1,1,1,111,0,0
12965.0,88,1,769.8100000000001,2,3,2,232,0,0
12966.0,9,1,160.18,1,3,3,133,0,0
12967.0,2,4,1194.75,1,2,1,121,0,0
12968.0,111,1,135.95,3,3,3,333,0,0
12970.0,6,4,405.47,1,2,2,122,0,0
12971.0,3,89,10930.26,1,1,1,111,3,3
12974.0,197,1,144.8,3,3,3,333,1,1
12976.0,211,1,738.6,3,3,2,332,1,1
12977.0,155,1,39.239999999999995,3,3,3,333,1,1
12980.0,155,12,7092.06,3,1,1,311,0,0
12981.0,29,2,372.21999999999997,2,3,3,233,0,0
12982.0,239,2,377.2,3,3,2,332,1,1
12984.0,18,1,97.5,1,3,3,133,0,0
12985.0,0,3,1215.6200000000001,1,3,1,131,0,0
12987.0,73,3,545.0,2,3,2,232,0,0
12988.0,291,1,505.82,3,3,2,332,1,1
12989.0,2,19,6854.51,1,1,1,111,0,0
12990.0,30,3,409.5,2,3,2,232,0,0
12991.0,22,2,503.76,1,3,2,132,0,0
12993.0,22,4,414.76,1,2,2,122,0,0
12994.0,3,5,902.22,1,2,2,122,0,0
12995.0,77,2,200.72,2,3,3,233,0,0
12997.0,21,7,1197.94,1,1,1,111,0,0
12999.0,195,3,455.88,3,3,2,332,1,1
13000.0,106,3,534.85,3,3,2,332,0,0
13001.0,3,15,9765.07,1,1,1,111,0,0
13002.0,317,1,120.94999999999999,3,3,3,333,1,1
13003.0,105,3,149.05,3,3,3,333,0,0
13004.0,11,22,5613.43,1,1,1,111,0,0
13005.0,173,3,468.95,3,3,2,332,1,1
13006.0,55,1,81.57,2,3,3,233,0,0
13008.0,322,2,178.46999999999997,3,3,3,333,1,1
13011.0,371,1,50.550000000000004,3,3,3,333,1,1
13012.0,8,11,1296.6200000000001,1,1,1,111,0,0
13013.0,0,15,4786.99,1,1,1,111,0,0
13014.0,2,16,3365.43,1,1,1,111,0,0
13015.0,52,5,3339.64,2,2,1,221,0,0
13016.0,72,3,789.89,2,3,2,232,0,0
13017.0,6,1,204.0,1,3,3,133,0,0
13018.0,15,29,7272.75,1,1,1,111,3,3
13021.0,3,12,2584.4,1,1,1,111,0,0
13023.0,63,2,689.9,2,3,2,232,0,0
13026.0,0,8,936.15,1,1,2,112,0,0
13027.0,113,6,6912.0,3,1,1,311,0,0
13028.0,22,3,659.68,1,3,2,132,0,0
13029.0,30,3,1247.5,2,3,1,231,0,0
13030.0,10,2,752.4399999999999,1,3,2,132,0,0
13032.0,38,3,996.52,2,3,2,232,0,0
13033.0,356,1,190.55,3,3,3,333,1,1
13034.0,54,2,642.77,2,3,2,232,0,0
13035.0,57,3,886.63,2,3,2,232,0,0
13037.0,137,3,881.07,3,3,2,332,0,0
